amount,sender_account_age,receiver_account_age,is_fraud,sender_account_id,receiver_account_id
785.65,2212,2565,0,2434,3935
180.79,285,2326,0,2693,2169
57.77,2206,286,0,4669,4344
11.5,1496,701,0,2983,3332
9.88,1089,1098,0,1523,3707
720.82,2665,2621,0,4114,3161
18.99,286,1967,0,4274,3037
5.98,996,1751,0,2485,4063
4.77,702,2985,0,2434,2835
255.2,1489,2983,0,2705,4583
62.23,3120,2912,0,3581,4264
15.38,1457,992,0,4437,3446
24.33,3004,2433,0,4053,2212
217.2734742359108,3,152,1,4115,2974
1.63,3256,2286,0,1806,1678
70.39,1107,1371,0,1677,1243
23.55,1919,636,0,1204,2199
2.95,3046,1068,0,3272,4429
27.08,619,3347,0,4148,2630
140.51,3246,1884,0,1234,3353
0.78,1469,1914,0,1230,1614
4.3,1510,1552,0,2324,3543
34.49,2375,1651,0,4585,4053
28.47,1600,3040,0,4324,1763
53.45,358,561,0,2030,4609
89.57,2406,1890,0,3768,2232
4.35,3030,2059,0,2714,1576
26.87,3255,543,0,1902,4842
4.23,419,2319,0,4693,4500
6.24,3133,2175,0,4199,1744
4.34,393,1920,0,4903,3414
53.97,55,336,0,3413,1053
72.92,1004,2151,0,1068,1104
43.23,2234,561,0,3107,4530
279.16,1243,905,0,3233,3253
4.34,2473,1716,0,3097,1894
132.64,3515,1090,0,1378,2142
10.25,2035,3069,0,1817,1446
1.67,3616,1271,0,3910,4846
14.66,1319,2259,0,2679,3589
6.5,1231,2765,0,4642,1396
19.77,1777,223,0,4962,4797
3.8,3318,996,0,2736,1961
4.37,2574,3547,0,4327,2423
11.5,960,419,0,4928,3865
611.06,3251,1215,0,2420,2853
10.25,839,231,0,4689,1708
1.37,566,2987,0,1417,3760
13.23,1861,618,0,4661,4640
34.81,113,1855,0,4660,1683
34.2,2004,2894,0,2730,2129
12.27,2255,2074,0,3085,1921
320.88,774,1601,0,3287,1815
25.31,645,3177,0,2214,3765
45.22,226,2792,0,4230,4348
489.07,1197,3460,0,4985,2791
10.95,3416,726,0,3353,4600
90.23,1680,891,0,3264,2158
19.69,699,1043,0,2384,2506
47.59,3608,1396,0,2675,1932
11.62,1502,2199,0,3967,3090
7.54,3638,1925,0,1426,4206
14.95,1009,1729,0,1767,4906
35.03,1933,384,0,2503,3545
18.77,2768,1019,0,3425,2067
3.04,2578,2013,0,3395,3774
22.88,2544,3526,0,4539,3472
2.67,3459,2734,0,3833,3875
38.6,1034,387,0,4227,1913
1.24,3379,3475,0,2937,3673
154.12,2834,3114,0,1030,3761
311.46,1776,1754,0,2144,3381
15.78,1211,3129,0,2492,1925
1.25,2066,3171,0,4975,2029
13.39,1110,1600,0,3046,3569
49.38,436,874,0,4691,3240
30.19,3474,2856,0,1448,4433
110.9,2165,1036,0,2215,3740
43.68,2059,3048,0,2452,2470
2.8,1155,2568,0,2911,2621
3.36,1442,2081,0,1488,4888
109.54,430,2095,0,2637,4754
26.07,1730,1316,0,3903,2478
19.3,3331,2078,0,2515,3236
99.96,1472,1398,0,3693,4491
212.6,451,631,0,4834,2610
2.52,514,2036,0,1446,1359
13.56,1075,1235,0,3339,4486
8.82,875,1925,0,2104,1848
29.52,502,1615,0,4113,3309
120.15,1020,2316,0,1160,1557
13.5,3255,2394,0,1849,3838
45.39,574,657,0,3468,1692
105.06,1109,3325,0,1384,1663
379.88,2402,2081,0,2018,4351
46.79,3245,2580,0,2346,3130
57.33,1638,2915,0,1848,4994
94.21,1956,888,0,4635,4649
29.6,1700,2462,0,4141,4838
6.55,2533,115,0,1151,2079
3.61,1419,2387,0,1904,3192
78.17,3001,519,0,3310,4721
12.71,2762,314,0,2936,3593
3.37,3467,1457,0,2951,1958
9.54,1197,508,0,1137,4972
235.55,2846,2429,0,3681,1450
163.54,206,1409,0,4014,3642
8.25,2105,2810,0,4052,1553
75.76,2157,1052,0,4281,1988
102.33,2587,3084,0,2263,4342
38.0,2019,3313,0,1922,3664
195.18,3217,160,0,4898,3505
3855.46,935,259,0,3296,3377
71.47,360,2109,0,3408,3887
37.46,3196,2956,0,4039,2053
26.15,1258,915,0,4244,3124
505.9,2246,1840,0,1112,2598
71.86,1334,1941,0,3046,1757
62.27,156,464,0,4068,1708
12.84,2607,2481,0,1385,1907
43.28,85,1685,0,3645,3392
17.45,1664,2846,0,2692,3751
347.1,743,1336,0,2856,4329
25.54,419,2845,0,1125,2388
419.7,2442,1340,0,3742,3003
6.41,2750,12,0,4020,1443
10.24,61,1113,0,1236,4014
39.96,1190,2912,0,4041,3058
164.7,119,1422,0,1433,4116
379.63,2473,3490,0,2791,2983
1.51,3581,2230,0,2693,1341
264.03,2815,1255,0,4859,4695
107.16,1213,1129,0,4680,1926
277.95,3446,670,0,1481,2018
85.06952353706609,22,535,1,4001,3273
44.2,2385,2373,0,3571,1833
11.22,1782,3165,0,4505,1528
80.79,235,3458,0,4093,3205
21.53,2447,1399,0,1434,3994
24.1,3481,2104,0,4621,4980
173.15,3466,908,0,4101,2980
40.87,3036,3058,0,3557,2135
64.47,2411,1571,0,2272,4723
115.82,2769,1296,0,2683,3533
291.53,324,1644,0,4194,3202
47.22,2222,237,0,1948,1968
668.39,453,839,0,1999,2329
238.96,432,2448,0,4226,1378
24.6,822,1665,0,3554,4478
58.36,2167,2931,0,1955,2534
0.9,194,898,0,3845,1310
20.12,3140,450,0,2067,3497
8.93,402,3412,0,4121,2360
9.86,999,2375,0,4763,1348
74.12036755555977,3,815,1,4637,2630
16.7,2082,2009,0,3568,4544
14.24,3079,50,0,1720,2605
13.88,653,359,0,2671,3512
99.52,1639,3599,0,4354,4621
845.2092756204346,6,1883,1,4785,2900
13.71,1132,1379,0,1993,1197
8.84,3090,1455,0,1278,2051
51.1,123,1682,0,2440,4438
625.01,3356,2969,0,2766,4358
24.61,2678,1733,0,2540,4493
2.24,2666,474,0,3944,3422
49.62,369,3561,0,2208,4311
91.91,1027,1515,0,4765,3296
275.48,3480,2847,0,2398,2417
79.87,2770,1799,0,1614,4715
65.39,1382,3152,0,2667,1809
7.04,579,754,0,1831,3271
8.22,712,1341,0,4337,1999
18.26,3107,2714,0,3564,3611
2067.27,573,3528,0,1197,4389
53.17,1427,1649,0,3832,3267
7.47,315,3547,0,4162,1140
83.82,3180,685,0,3407,2963
665.84,2310,3478,0,2012,4836
4.03,2789,3646,0,3013,1856
56.28,79,2202,0,3012,1783
128.37,3207,1040,0,2499,4370
61.27,2347,951,0,3266,3834
2.65,1319,153,0,3363,3652
11.05,1068,1008,0,3772,1416
16.53,448,1211,0,2796,1814
35.47,2548,3535,0,2482,1568
24.53,2809,666,0,1726,3154
3.91,1717,2394,0,3742,1357
1.32,2989,2160,0,4714,1187
30.58,328,973,0,4658,3232
47.09,3094,3181,0,4836,1668
424.1,848,645,0,1658,2412
38.89,1038,95,0,2586,3703
134.15,2465,1682,0,2069,1850
3.61,3468,470,0,4984,2340
18.67,397,1699,0,4912,2584
3.44,1793,818,0,3769,2738
10.51,313,3449,0,4932,1985
16.22,2225,630,0,3469,2534
119.33,2352,167,0,4645,2790
30.1,3239,267,0,2681,4966
534.15,699,3471,0,4259,4668
4.83,884,1811,0,1990,3644
10.54,2931,2725,0,1075,1399
123.02,3536,3626,0,2322,2555
417.84,2,3146,0,3200,3612
14.99,767,1628,0,4180,1640
113.02,1091,501,0,3288,2806
44.24,2443,2337,0,2240,3233
132.75,947,1893,0,4848,4847
36.0,309,2094,0,4995,4432
15.33,718,2878,0,2826,4198
501.82,1810,3067,0,1314,2510
2.54,307,520,0,4463,4380
10.47,1631,1800,0,2922,4083
53.33,3133,807,0,4032,4920
50.28,989,654,0,2465,4373
39.66,2788,1458,0,3962,4493
42.32,1024,2088,0,2070,1367
18.07,666,3302,0,1587,1932
4318.69,1797,2535,0,2440,4232
36.3,843,3025,0,1127,1933
11.95,1628,704,0,2879,3371
303.37,1586,2011,0,4960,2997
37.79,1862,390,0,4193,1165
10.8,1731,2579,0,2183,1883
12.03,995,3309,0,2096,2308
167.24,3390,2854,0,2096,2705
14.55,1537,3544,0,1102,3857
34.25,3593,1397,0,4856,3705
140.93,56,2919,0,1020,1086
22.9,1709,1602,0,1071,3598
119.78,1383,2967,0,1247,3341
29.27,861,2316,0,3726,4400
143.41,1542,1677,0,3699,3325
8.02,2928,1904,0,4280,4729
34.1,2357,3054,0,1841,1403
11.38,1417,1571,0,2240,4477
68.68,2268,819,0,2526,1167
11.2,391,3358,0,2300,3910
4.02,2348,3108,0,1264,2294
9.3,1947,665,0,1756,2588
17.05,96,477,0,3491,4874
22.92,2751,2106,0,2426,4845
3.21,2223,2989,0,4297,1949
13.6,2611,2917,0,2394,3819
164.42,135,2592,0,2698,2550
392.75,3199,3467,0,4772,2171
533.04,318,3619,0,3921,1808
5.24,1335,2842,0,2962,3590
256.78,931,2037,0,3972,1312
57.1,2935,712,0,4090,3151
142.67,2438,503,0,4974,4321
570.07,1600,2895,0,1528,1293
116.5,579,2407,0,2791,2330
18.01,1029,2617,0,1571,2481
12.41,340,1091,0,2044,4463
69.65,3226,1898,0,4017,3853
12.18,175,1292,0,2489,2931
15.48,2334,3154,0,2352,3677
214.41,1963,214,0,2712,2801
230.62,1597,560,0,2153,1555
3.02,3088,579,0,3477,3198
30.79,227,2494,0,2679,3597
25.63,733,24,0,1587,2450
249.24,3076,1099,0,3854,4615
17.66,1549,1067,0,2541,1751
15.35,1472,372,0,3188,4286
647.42,1428,2588,0,2650,2101
16.56,446,502,0,2706,3120
67.47,2724,570,0,3402,3053
11.59,3555,1346,0,4436,3340
2446.1668018492414,20,2169,1,3628,4112
110.69,2087,3606,0,4996,4905
158.61,1976,1893,0,1859,3416
169.58,1087,1117,0,4879,1976
33.91,2213,1966,0,3793,3556
13.55,3641,1045,0,1969,4225
68.36,856,1334,0,1091,4877
44.88,2716,1181,0,1923,4850
213.82,386,3571,0,2723,2959
241.39121640153752,8,683,1,1570,4448
816.6712380318725,11,1001,1,3483,1762
11.94,2849,3153,0,3524,1063
48.41,3391,3273,0,1598,4955
60.51,380,2957,0,2602,2779
258.42,3146,326,0,2838,4263
164.78,2678,1617,0,4133,1359
101.37,2411,264,0,1654,1006
517.87,2890,2176,0,1939,2212
204.48,1294,3547,0,2470,1490
60.03,878,323,0,4411,1730
389.73,3475,289,0,1023,2594
12.43,2996,2114,0,4009,2449
60.94,3348,468,0,4204,4128
159.1,2808,1738,0,1883,3375
83.73,492,1325,0,4366,2822
117.61,1624,2215,0,4502,3818
40.42,223,2572,0,2155,3652
16.07,2309,3612,0,3505,4833
24.9,1883,461,0,1823,4002
3.15,2416,2494,0,4530,3425
107.97,2240,3371,0,3768,2252
232.34,455,2955,0,3427,4814
265.29,565,1367,0,1604,3570
6.39,1711,1402,0,3803,1668
12.74,2654,1883,0,4098,1286
49.6,2199,1374,0,4724,3048
3825.2562130782685,9,421,1,4290,4015
47.02,1401,3481,0,4715,2964
16.16,1801,928,0,1222,4005
15.35,576,138,0,1760,2223
0.91,529,1755,0,2253,1063
2792.2,1544,230,0,3338,4795
51.72,447,342,0,4795,3129
25.27,2750,1607,0,4789,3210
1393.1433473941065,23,2605,1,2925,2551
3211.78,2176,24,0,2893,1909
16.55,966,1324,0,2895,2852
565.64,2161,161,0,1667,3108
5.99,2281,1100,0,4509,1382
68.81,3317,883,0,2999,3183
23.18,1656,2499,0,4582,2208
1.24,2528,324,0,2279,3697
56.81,118,806,0,4877,4505
96.44,2023,2188,0,3436,4903
496.31,1587,727,0,2303,3654
2.66,586,1087,0,2988,1963
2.61,546,3239,0,4836,3515
1.49,2032,2545,0,4554,2412
102.78,3277,532,0,3743,2423
53.75,734,3562,0,1272,2898
54.61,3075,577,0,4976,1922
13.19,331,1553,0,3979,4482
129.72,880,741,0,2584,1477
1022.61,2253,1106,0,1951,3983
413.35,2403,3061,0,4736,1531
13.82,704,2665,0,1095,2746
100.25,2695,3395,0,3856,3344
24.92,1084,325,0,1230,3474
22.53,3400,3153,0,4316,2050
104.27,938,2078,0,1452,2771
141.38,1440,1858,0,2774,3311
291.05,1862,1440,0,4481,3284
3.95,3206,3564,0,3255,1825
186.53,2113,3593,0,3359,3888
44.13,3382,1924,0,3092,2752
111.76,3259,2347,0,2359,1962
445.03,296,3283,0,2953,2528
25.24,2502,3261,0,3183,1446
39.29,783,1281,0,2004,1527
12.43,1747,2560,0,1540,3011
11.55,910,3537,0,4363,1807
4.04,2468,2596,0,1678,2964
117.03,2870,2769,0,2910,1329
152.25,951,1775,0,3195,2638
105.35,3458,746,0,4369,2169
132.37,1365,711,0,1142,1954
7.89,467,701,0,1044,2909
42.66,2214,3612,0,3964,4031
21.82,2240,3057,0,3284,1703
26.36,1686,250,0,2559,2787
345.69,2352,402,0,2025,1387
1.28,3261,2246,0,3515,1746
29.96,582,2027,0,3340,2063
14.2,2036,3098,0,3430,2190
223.43,1376,1706,0,3764,2999
28.88,1943,1835,0,1265,4828
31.38,1731,927,0,3434,4139
132.92,2865,1547,0,4220,3171
800.78,2699,2699,0,2658,1813
21.84,2966,2920,0,4829,3137
199.66,2750,269,0,2769,3468
13.26,887,2585,0,3789,1841
54.6,2637,2108,0,4921,2770
24.34,1040,1564,0,3918,1217
25.57,377,3334,0,3605,1454
214.37,2646,652,0,3753,2963
29.11,68,372,0,1163,2749
78.19,1841,843,0,2134,2720
52.91,2915,2326,0,1838,1821
63.02,2073,1064,0,4531,1457
36.15,3115,1553,0,1939,3846
215.84,3333,3450,0,3029,2095
29.17,2713,1090,0,2848,3315
89.09,2304,1710,0,1682,1366
56.09,2091,3058,0,1828,3212
13.66,850,710,0,2249,4615
8.95,2104,1957,0,2106,4009
62.85,2815,116,0,3313,1425
171.83,511,1838,0,3400,2644
393.3,1676,1247,0,2126,1699
24.93,3642,257,0,1204,1236
11.71,624,525,0,4917,1306
55.5,3479,2569,0,3798,1408
83.9,2042,1889,0,1735,3019
17.72,1460,1732,0,3272,2679
569.26,1857,2505,0,2505,3581
236.35,2993,3144,0,4892,3403
8.96,597,3103,0,3892,3602
27.8,2286,2571,0,3649,1786
1386.24,515,2128,0,2915,1134
29.86,1424,1282,0,2871,4990
15.71,668,1033,0,1595,4508
9.0,2049,1112,0,2006,3224
1.92,260,2807,0,4993,2330
11.31,1974,1352,0,3156,1653
9.81,1818,993,0,1826,1544
128.06,1723,1394,0,1217,3594
143.42,503,311,0,4939,1036
11.71,464,2216,0,3252,4284
34.54,2724,3261,0,4390,2340
202.09377274561078,27,2239,1,3917,4811
1243.04,3147,2876,0,2519,2504
2.74,1307,3623,0,3490,4623
9.29,3587,2448,0,2840,1040
38.49,2812,2251,0,1472,4287
176.95,2934,3202,0,2846,1180
15.35,1292,915,0,3691,3128
65.09,3092,3516,0,3697,3311
12.18,2376,869,0,3941,2408
40.52,3585,3578,0,3985,3016
12.21,2204,622,0,1598,2223
771.3,2829,1225,0,2200,4090
47.65,1425,3604,0,3899,2569
29.91,449,148,0,4314,2711
9.96,2644,245,0,4861,1629
8.98,913,209,0,3050,2321
18.42,503,3254,0,2095,3498
3325.4615229693345,29,3122,1,3210,4660
17.88,419,1252,0,2804,3710
171.51,1580,132,0,1030,1696
33.86,2091,1373,0,3154,2963
24.48,2655,2189,0,1238,4177
9.18,1227,3329,0,1476,2032
9.24,1960,2429,0,2438,4857
42.24,3538,1048,0,1172,3679
29.48,517,1272,0,2574,2503
33.52,184,610,0,2702,1770
91.64,705,1476,0,3174,3251
886.52,665,1150,0,2172,4255
1.06,2457,2360,0,1189,4581
14.17,2213,2767,0,1456,3774
5.53,2733,183,0,3779,1710
10.93,59,149,0,1685,3402
83.39,2097,2554,0,4103,4456
63.88,2822,77,0,2837,4525
13.21,800,1822,0,4166,1239
3.97,3127,132,0,1413,2817
270.6,1945,2188,0,2203,3758
40.99,677,748,0,3312,3439
1.29,3211,1081,0,3112,3960
91.47,3,827,0,1512,1958
159.04,2742,2877,0,1298,4683
3.21,3158,882,0,2784,3258
27.95,2079,2842,0,4345,2713
19.48,2513,1101,0,4506,4848
222.54,2541,844,0,1858,1784
165.78,2911,208,0,1265,2087
218.51,161,2030,0,3837,3661
7.9,133,186,0,4011,2669
12.9,1410,481,0,2700,3526
137.09,124,284,0,3230,4669
15.22,1883,2781,0,3548,3205
47.15,519,705,0,4769,1107
3.81,2766,1258,0,4926,2695
17.86,1988,139,0,4676,4365
19.17,2091,1925,0,3937,1557
20.35,735,2643,0,1872,4022
3.14,493,2450,0,4814,2741
19.78,1630,739,0,3183,4913
8.74,2306,2227,0,3698,2291
23.47,534,1131,0,3327,4525
49.74,1906,2863,0,4623,4730
44.71,2559,836,0,1157,1192
9.75,397,1537,0,3942,2220
19.38,3634,332,0,4517,4039
113.37,1198,1660,0,4324,1452
120.04,1835,175,0,3148,3983
13.67,3584,3386,0,4327,1893
4.18,3017,3408,0,2401,4525
38.9,2711,2862,0,1510,4830
24.18,1273,2672,0,4954,4244
12.43,926,2820,0,3025,4808
144.98,207,2710,0,4648,4211
3.64,2489,1695,0,3187,3935
78.78,2473,674,0,3602,3216
13.94,109,1571,0,3197,3789
1.32,1303,450,0,3704,3645
135.78,3127,3627,0,2190,2080
37.91,2082,2447,0,2679,2869
52.47,2670,2822,0,1460,2067
7.73,1380,1907,0,2073,2688
22.61,1715,2460,0,1833,3656
31.27,95,796,0,2682,4118
37.25,2801,647,0,2984,1431
118.51,2103,877,0,4410,3217
8.92,616,3073,0,3079,3517
10.15,3596,278,0,2388,2441
13.67,547,3621,0,4445,3069
24.9,3340,1464,0,1659,4032
55.76,3432,302,0,2831,2440
173.09,2542,2650,0,2222,1608
7.03,1001,1160,0,4657,4289
25.98,1616,2963,0,3526,2437
53.42,899,3141,0,3219,2313
25.21,1318,101,0,2431,4795
520.95,2386,3325,0,1765,3436
152.1,270,1534,0,1509,2766
5.23,2735,476,0,1886,2349
106.79,82,3271,0,1274,2310
61.53,3553,1000,0,4878,4946
72.84,258,2264,0,1331,2473
6.38,31,2029,0,2571,1409
87.31,2554,2826,0,2693,4485
97.8,609,494,0,3370,2993
3.42,3214,1062,0,4475,1692
21.75,327,2940,0,1005,2717
163.59,2217,605,0,3901,2514
17.38,944,819,0,1660,4886
98.17,661,229,0,1913,4971
42.22,3534,2151,0,4559,4065
117.81,650,2613,0,3519,1544
3.27,1197,1597,0,3496,3027
21.17,2107,2906,0,2907,2418
4.85,1848,164,0,2272,1832
49.62893018333447,10,2055,1,2786,3649
375.15918545068484,6,1127,1,3943,2657
15.09,3137,1403,0,2311,2303
259.4,2473,124,0,1743,2740
114.19,2979,1405,0,3374,1518
509.95,3022,3549,0,2843,3342
112.74,3344,3217,0,4466,4475
1.88,1239,1326,0,3353,3734
28.06,436,1959,0,2632,4203
196.53,2960,3111,0,2597,3596
251.89,300,3573,0,4203,3636
25.62,2009,2714,0,3790,1763
25.066570801972627,10,123,1,4421,4918
16.16,1771,3189,0,4389,2583
14.71,1434,330,0,1164,2666
25.66,2839,868,0,4037,1856
22.89,2618,2937,0,4970,1848
50.09,1188,686,0,1485,3344
16.71,456,1939,0,1748,3725
5.0,1787,1451,0,3495,4008
107.09,1259,2166,0,2045,4822
5.01,1355,99,0,1330,1513
50.68,61,3237,0,3446,2834
12.93,2667,1671,0,1776,3674
22.4,3380,3226,0,1820,2540
10.62,3240,273,0,4349,2326
10.23,48,1824,0,2810,3050
8.83,1950,2827,0,1961,1176
50.75,303,2139,0,1109,4348
67.99,1211,3510,0,1622,1492
656.64,2360,814,0,2853,2435
125.42,611,1593,0,4521,2088
23.59,280,2370,0,1320,4480
18.6,807,388,0,2028,1747
11.66,1357,3036,0,1339,4404
17.83,1930,1165,0,1441,1770
48.24,1836,1800,0,2589,4383
26.94,3564,2985,0,4543,4170
30.98,2408,3016,0,2044,4317
253.25,1332,3513,0,2357,1998
51.8,219,2852,0,3571,1428
72.64,1486,1472,0,4942,1164
667.7,2762,2049,0,1876,3542
16.37,1840,961,0,1186,1764
286.86,1830,51,0,4717,3818
681.38,2232,3639,0,4669,1798
9.11,2263,3607,0,2349,2619
24.21,2086,392,0,1842,3078
144.96,3027,1977,0,2476,2388
22.66,3003,3165,0,1978,2308
734.59,2353,1299,0,3975,4385
12.91,276,1830,0,2398,2402
86.2,2442,3570,0,3172,4362
183.42,2542,513,0,2678,2154
50.55,1433,1629,0,3548,3121
163.21,2790,337,0,1472,3529
1049.953425515936,5,1026,1,4153,3095
28.22,1697,1818,0,1917,3628
16.5,1382,1861,0,3828,1992
30.17,1659,2665,0,1650,1125
17.28,3460,3244,0,2357,4077
425.62,71,1611,0,4403,3068
5.77,1679,850,0,3737,1999
42.86,3448,2842,0,2220,1920
6.93,2062,783,0,1825,4884
737.33,95,2142,0,3600,1404
5.2,1139,1181,0,3241,1864
204.84,83,1552,0,2737,3057
5.32,3613,2310,0,2684,3697
136.77,2046,3556,0,2924,3978
41.12,3357,1679,0,2625,2111
52.62,265,235,0,1260,2054
12.52,2795,651,0,4116,1513
42.56,3377,3468,0,3758,3976
14.92,3203,3296,0,1234,1267
14.63,2689,3050,0,2772,4012
87.15,568,286,0,1558,2698
126.6,1368,2574,0,1631,4979
36.22,3013,527,0,2972,1110
9.89,2425,3314,0,2630,4724
205.68,1445,2498,0,3057,3938
33.43,1533,889,0,3972,2161
10.28,3273,2337,0,2397,3196
7624.035695082066,28,2608,1,3619,3247
288.52,2965,713,0,4477,4633
10.18,1924,2295,0,2125,2875
137.9,1673,3596,0,4303,1710
115.37,396,421,0,3377,4061
9.53,3170,64,0,2578,4714
5.2,1048,2508,0,3773,3749
12.52,316,3005,0,4219,4446
2.93,2600,1858,0,2904,4049
1902.87,2388,3261,0,3427,4454
138.75,2927,1549,0,3606,3554
69.65,2977,2221,0,4026,1487
10.91,3354,2635,0,2709,2825
28.43,1130,943,0,1571,4561
69.79,3547,1703,0,4496,4322
128.1,2396,438,0,2885,3823
27.66,2359,1565,0,1659,2854
64.34,2700,480,0,3843,3627
193.39,2280,483,0,1671,4770
36.46,3074,2022,0,2412,4635
67.95,1638,3,0,1539,1180
117.06,3604,2756,0,3357,3783
8.08,1061,771,0,2707,2653
306.68,3604,1830,0,3875,2992
10.12,304,1448,0,4518,3718
163.63,2927,3127,0,3644,4747
31.61,1426,1793,0,4575,2944
33.72,3402,699,0,4380,4832
16.38,2368,1204,0,2712,4178
22.61,823,2881,0,1739,3335
13.49,2969,831,0,1716,2924
14.56,2692,2157,0,4821,4994
0.4,1684,854,0,2576,3404
7.85,2101,2409,0,3177,1257
20.6,1482,1199,0,1960,4919
116.38,3304,2303,0,3135,3865
54.54,194,389,0,3934,3975
16.46,766,220,0,1278,2252
28.68,2195,3430,0,2010,3388
55.57,639,1649,0,2507,2133
15.9,3430,1137,0,3386,1555
51.78,1022,1503,0,3089,4817
5.92,74,752,0,2714,3071
101.56,3347,2155,0,4600,4717
12.54,1962,1534,0,2165,3315
10.85,2171,918,0,1499,4065
253.38,1818,1055,0,4554,3844
7.14,764,2562,0,4261,3717
48.86,1832,3133,0,1788,4388
65.41,1330,1021,0,2307,1484
6.89,1530,795,0,4764,3857
2.59,1009,741,0,1783,4223
130.93,2949,1580,0,2230,1381
64.69,102,363,0,3497,1214
34.87,2014,559,0,2854,4588
25.45,1674,89,0,4464,2994
3.49,1319,2340,0,3914,2830
85.74,3600,3021,0,4887,2967
33.4,1625,3565,0,2670,1267
72.34,115,413,0,4021,3566
28.41,2219,2449,0,2924,4392
600.5,1842,2639,0,2218,1497
316.85,1265,2220,0,3680,3685
78.68,843,916,0,3357,1247
90.52,1571,1792,0,4001,1482
7.77,733,2282,0,1728,3459
24.23,2197,2383,0,1884,1348
42.16365531772018,18,112,1,4593,3162
66.04,382,1452,0,1659,4439
4.05,1600,357,0,1831,2129
82.54,1123,2468,0,1722,3036
14.72,2944,1357,0,1628,1225
42.19,2665,3014,0,2153,1697
68.99,3307,672,0,4843,3623
23.81,1893,3407,0,2367,4405
54.46,3413,1377,0,3955,2791
39.16,1105,848,0,1291,4249
99.96,764,1295,0,1969,2534
49.92,2447,2992,0,3205,2179
10.67,3585,55,0,2140,1852
4.12,1443,1920,0,2660,3875
164.76,2560,481,0,4012,1823
182.76695236200422,16,264,1,4670,2295
3.59,667,2285,0,1404,2459
9.16,1757,2938,0,2362,2518
9.18,985,3348,0,1949,3859
226.77,1694,2851,0,4510,4582
6.07,2704,1699,0,4939,2676
11.65,455,709,0,4942,2123
560.8073273064026,17,2873,1,2161,1235
141.74,3074,123,0,1257,4830
17.16,1461,874,0,4149,1010
36.38,3607,311,0,4308,3240
47.43,397,3071,0,4384,4680
37.53,2300,2738,0,1785,4603
15.49,3049,690,0,4303,1141
128.56,2402,2313,0,4011,4246
56.25,724,3453,0,3926,2004
9.83,2787,2936,0,4320,1679
230.76,2261,851,0,2562,1371
30.89,815,707,0,2847,4528
80.96,2019,3413,0,4151,3436
21.1,3063,3121,0,3427,2341
78.36,403,1890,0,3413,3518
14.87,1473,305,0,2873,3582
12.33,1103,806,0,2013,2266
11.34,3345,880,0,2011,4850
25.64,2619,1202,0,2887,4920
29.78,362,3174,0,4773,4801
23.27,2549,479,0,2541,4743
659.13,2579,1058,0,3395,1251
70.0,3374,1029,0,2259,1742
12.02,1694,3522,0,1341,2818
101.65,1875,1811,0,1041,4353
661.75,2420,1772,0,1822,3173
52.55,1466,137,0,3343,2310
344.85,1694,258,0,4447,4013
50.83,3056,2594,0,4961,1333
15.73,2107,409,0,1814,1175
11.88,1430,2819,0,2111,3378
0.73,1094,2307,0,1097,1664
114.7,666,1626,0,3233,3740
22.58,2344,638,0,2134,3827
1.16,1159,993,0,4770,3299
6.67,950,710,0,2093,4609
80.11,297,397,0,4379,3132
16.55,226,3306,0,4036,1567
1.55,257,2766,0,1853,4514
16.33,2703,168,0,2276,4866
4.79,3138,1012,0,4407,3779
13.26,1697,1640,0,4734,1626
4.84,455,466,0,4543,4024
25.45,3161,1514,0,1601,1146
81.24,1351,2929,0,3163,2046
352.50980911306453,28,2161,1,2627,1673
15.21,3399,1644,0,3923,4284
5.67,1781,2641,0,2755,3672
20.362343953094406,16,3333,1,4835,2548
94.03,1858,666,0,2315,1886
40.9,1041,1133,0,1339,2383
5.38,193,1655,0,1426,1951
83.57,577,1411,0,2756,1614
54.22,832,1575,0,2124,2344
11.05,2689,966,0,4393,4482
63.2,823,2704,0,3669,3897
82.23,1548,1878,0,3929,4520
45.7,218,3205,0,4554,3340
5403.1,313,1397,0,2717,2410
248.62,3403,555,0,2465,1576
2.44,1576,973,0,4503,2147
37.22,3418,1998,0,4267,4673
209.08,3281,1954,0,2285,4089
39.31,2593,3463,0,1234,4513
10.79,1442,3527,0,1834,2530
15.78,3106,1302,0,4506,4545
42.52,2915,3470,0,4994,1802
45.41,1177,118,0,4008,1393
229.88,1589,1743,0,3433,4775
76.69,2529,1077,0,2457,2300
894.5564663877361,14,1662,1,1188,2504
61.19,2969,2080,0,4229,2183
84.39,387,1781,0,3469,4008
189.59,1211,3061,0,1858,2708
19.32,1482,114,0,2848,3488
9.24,2061,1098,0,4369,2171
497.63,2775,905,0,1998,2293
47.7,92,2195,0,1520,2350
24.69,2078,1705,0,4631,1080
1.98,120,386,0,3175,3501
40.27,3495,689,0,4809,2118
1143.91,1586,2799,0,2292,2890
7.81,1098,126,0,1136,1019
75.49,1103,1341,0,3378,4459
121.63,3489,757,0,1407,3363
17.51,3528,252,0,2629,4640
13.46,2647,1066,0,2514,2014
17.35,2442,2265,0,4472,4597
117.07,2061,277,0,3524,2915
363.25,1290,744,0,4751,4467
724.81,1818,3603,0,1030,4520
10.69,1664,1471,0,2275,2488
98.67,2981,3364,0,2789,1125
29.2,3243,122,0,1322,3655
13.96,3477,618,0,3797,4422
21.85,3610,2509,0,2596,3176
