amount,sender_account_age,receiver_account_age
905.6649489403652,22,3510
39.34,609,137
256.75,329,2452
2.41,706,2598
9.05,1262,3369
17.33,3528,611
18.34,3037,681
109.14,1979,1579
14.46,1276,3604
49.79,3595,3335
134.46,1122,2942
48.16,3496,2912
7.92,2320,1758
33.53,910,1782
1.8,785,139
13.71,1132,1379
501.82,1810,3067
4.34,393,1920
72.17,2925,2271
3.1,3138,2189
25.02,950,2990
85.66,3148,3185
27.58,898,2346
12.45,2203,3591
5.92,74,752
281.96,2100,1715
28.59,2651,1266
5.437216168381488,2,2414
93.46,3348,1715
190.25,1198,2169
21.78,265,2952
21.85,3610,2509
14.56,3083,2706
15.5,1923,3638
17.37,3591,3011
43.27,152,2914
53.94,2843,2874
89.82,3551,204
43.18,1934,1023
15.28,1463,2816
53.22,1574,3080
40.79,3309,769
175.87,798,3212
4.74,3449,2139
14.04,1306,2380
534.06,1686,2215
52.64,2299,1743
146.19,17,1093
26.97,3154,1921
339.53,1776,3481
32.96,2356,3610
12.74,2984,1120
11.08,3188,474
46.42,2686,1497
27.28,198,233
19.12,897,3476
136.77,3162,1246
4.61,305,1794
65.2,2179,2398
33.76,1928,3104
14.2,459,3117
8.68,3269,1665
42.32,1024,2088
9.53,3170,64
28.22,2291,932
17.52,49,1657
218.51,161,2030
149.93,3395,413
685.07,2668,2397
83.9,2042,1889
277.41,3055,2398
11.05,2689,966
14.63,1419,1569
7.54,1507,2413
66.57,3150,813
82.1,507,2188
89.96,1404,317
2.28,2326,2234
97.33,1759,3023
90.92,2682,2531
80.74,244,1270
10.9,2410,1547
7.62,2958,1924
25.26,2458,1755
60.5,2462,901
409.33,990,656
22.45,3466,2735
254.75,1526,8
26.13,2436,276
462.22,3649,1455
68.81,3317,883
140.5,1936,3551
27.8,337,3392
135.89,1655,800
6.76,1399,2608
14.15,3199,1851
33.23,1436,975
21.54,1988,1608
91.86,3208,2365
362.82,2681,1775
78.58,114,1129
53.29,2964,1754
20.48,1719,3341
2.41,1411,3224
11.85,205,950
203.09,2041,1123
114.09,2836,1651
9.17,2089,732
9.41,2673,1962
13.25,932,3111
130.86,1765,2996
4.55,131,2984
13.65,1595,1775
15.31,3132,3016
28.18,2737,2439
13.49,2969,831
204.52,1993,129
28.54,2930,2289
70.68,1866,2607
3.17,3034,1942
80.79,235,3458
27.81,1713,1285
4.36,2613,2483
161.05,276,659
34.93,808,1311
35.71,2658,2083
332.84,995,1475
16.5,3282,1196
14.37,3279,1489
2894.593259460541,15,649
234.47,67,2092
45.93,3077,3222
56.45,865,409
2.44,3594,928
11.16,459,588
38.79,2117,445
36.60169789906895,4,2222
13.22,3523,356
12.64,3350,2803
3.61,3023,1818
17.8,2979,1550
25.43,2662,3013
7.04,2996,3375
114.38,3235,2508
98.04,2701,2799
873.75,3192,3460
26.01,114,1979
124.78,1292,2254
53.04,1042,1333
12.4,2581,2023
1534.972683353415,15,2035
104.98,2456,1206
42.15,2349,136
19.25,2590,175
40.03,1392,306
43.54,599,2625
8.83,2553,3599
33.59,1956,2747
34.63,1628,1984
214.41,1963,214
17.5,3176,17
56.89,1561,3324
35.65,3006,839
113.62,2666,1321
25.57,1735,671
27.59,634,3249
112.2,9,1038
14.2,2036,3098
142.67,2438,503
16.43,2631,1316
268.69,2187,2958
38.83,520,319
3.34,3089,362
14.23,1277,256
74.41,2397,1779
6.05,1521,2073
104.5,129,1835
52.18,3501,2610
32.94,304,34
38.63,3241,1693
50.66,2004,930
65.05,1197,2908
8.48,168,740
3.77,367,1588
3607.2860488642746,28,1145
20.07,2790,3537
21.12,1401,921
74.72,563,47
99.34,1887,74
8.72,2250,2632
32.6,2953,132
105.76,2248,3058
1625.14,3514,107
2.31,592,2240
10.74,2120,223
4.32,2599,2643
44.01,890,3528
105.71,2294,1643
23.26,473,2098
114.79,45,1795
15.55,2927,270
816.6712380318725,11,1001
533.09,352,2643
24.37,2059,410
26.07,250,1176
4.19,1555,604
16.74,3435,575
375.17,679,2344
16.78,2677,213
1.49,1313,912
1031.08,903,3211
7.58,2981,179
845.2092756204346,6,1883
17.58,1468,2911
44.96,229,782
27.53,1871,2603
4.95,648,1071
19.37,721,1377
19.0,3500,1281
31.7,1804,3177
48.22,2103,1607
421.74,2266,406
194.73,2697,1379
139.69,3427,490
56.04,478,143
15.44,350,3247
1.99,2979,2390
54.48,1027,2039
8.5,1570,2014
15.97,3174,661
22.23,1682,3591
154.96,2395,999
4.47,2715,3282
76.72,2786,3421
14.39,3169,2397
15.84,998,2121
403.19,364,60
26.61,2996,1698
3.15,3646,3290
25.57,377,3334
13.57,2183,951
25.33,1861,3359
214.22,271,1602
18.22,2986,1679
78.36,403,1890
10.45,1329,2704
9.63,1509,2461
34.64,397,2758
19.82,1017,1589
166.24,2856,1962
331.95,2922,2047
274.16,2876,1561
924.64,325,3524
1.77,1570,1841
71.72,1807,2974
24.46,562,2870
17.76,3521,3044
383.26,3468,1924
5.99,636,514
24.38,985,2596
66.12,1293,1079
123.48,309,2500
65.65,2177,1712
95.26,1678,1256
13.15,2103,1632
16.24,326,499
61.26,3510,2395
2.12,3003,2351
17.69,2808,1282
40.42,223,2572
28.79,3522,885
163.63,2927,3127
43.85,2881,2436
268.33,635,3472
217.99,1753,1153
46.47,1684,572
524.8,212,134
40.48,1695,489
28.28,512,1238
10.14,1286,946
72.52,1036,3595
13.77,921,2099
20.65,118,3466
13.61,1644,1320
14.07,2272,3215
1053.51,2566,3337
20.0,3519,168
94.57,743,1592
4.77,1926,1867
14.24,2050,945
1431.3802910056834,16,2581
18.27,2581,622
5.55,168,1558
2.7,1891,1295
45.78,1130,1542
62.99,1103,1132
2.56,615,782
4503.939362672437,13,1628
32.25,2345,2369
7.61,3222,1051
7.37,2227,191
25.61,26,3310
4.5,1085,3039
30.1,3130,2283
131.95,579,3147
16.69,2303,3032
12.34,1611,1912
12.06,2256,2153
976.54,762,2900
31.23,1190,1142
70.76,721,2867
117.63,1135,1685
25.04,217,1673
89.85,1273,2101
18.39,47,3450
2.22,756,2919
137.16,2186,3386
2.58,2393,3576
150.86,3385,2517
35.26,3528,2743
43.34879136991033,18,3106
131.19,1936,581
55.03,1731,1603
5.2,1048,2508
111.02,2620,3251
25.04,3559,476
41.63,625,269
7.88,1377,1936
60.67,2937,1874
136.5,2785,536
48.38,2207,1971
56.24,1412,790
58.86,3108,2002
15.72,2561,725
36.69,1211,225
11.45,1870,2771
1236.87,1126,3602
165.51,1488,1260
93.83,1269,2334
534.15,699,3471
7.0,1425,3404
50.37,3547,1806
1.67,3616,1271
41.07,985,736
10.34,1223,2907
44.64,2189,2586
2.67,3373,2530
51.45,2697,3515
1279.19,868,3337
806.39,2578,534
33.1,218,954
71.84,3597,3120
5.79,45,1687
34.83,1385,3549
1.52,3406,1292
117.61,1624,2215
7.14,1065,297
14.37,255,1933
2.92,286,281
129.55,723,3332
20.68,168,538
42.71,1308,1571
13.07,3307,1508
5.57,140,1831
67.2,3030,152
22.0,117,228
2.56,3202,3514
113.52,3229,13
335.1,2879,702
367.76,1089,52
68.34,3158,376
1662.51,218,1191
33.67,3551,3646
227.74,1555,3360
57.57294607949729,10,54
43.34,2334,427
70.39,1107,1371
13.14,3270,2782
14.31,1021,2784
15.24,728,3628
58.19,393,2289
10.63,3628,3648
130.78,3182,100
11.72,1369,2923
20.21,458,642
10.87,3487,2799
114.27,1144,1952
48.91,2236,2206
35.59,754,1761
210.42,325,2377
76.69,2529,1077
12.11,1426,1970
62.2,2640,3252
16.04,3315,1176
3.42,3214,1062
8.08,3592,2668
42.29,2287,3609
7.17,1760,2912
90.65,100,1790
7.89,1877,3350
25.59,1707,1321
41.82,2361,1612
33.52,184,610
11.54,752,2457
54.02,1354,3362
55.73,2378,3264
15.46,3134,3027
82.13,2264,3522
1.18,3353,3250
1.08,2927,988
55.09,1875,1279
455.87,2583,3470
910.1308056107443,23,508
59.23,18,2873
54.19,687,2215
19.09,2508,2654
11.87,2555,1601
31.58,1498,2459
375.1591854506848,6,1127
587.29,1519,829
4.52,3115,956
440.57,3073,1426
21.91,1973,199
951.16,997,2181
115.58,2469,533
14.29,2633,2277
24.85,2283,2157
10.23,3047,944
51.26,1155,2046
1.14,1252,2785
72.86,2380,2493
184.0,3465,596
26.78,1258,3647
9.14,111,178
112.38,3122,3412
98.46,1193,473
23.33,751,1060
10.72,342,1861
8.35,341,1303
57.09,742,2066
70.63,1444,3118
173.22,22,3029
262.79,2432,3133
95.22,2496,3395
152.58,2117,457
151.45,867,3154
6.93,3147,2901
4.41,3227,417
196.82,442,1279
199.15,2843,1966
85.53,2686,2257
33.28,3008,2078
42.19,2665,3014
88.72,1491,1909
66.4,582,988
13.96,3477,618
4.63,1242,519
103.38,3323,1816
68.65,1120,737
205.5,1920,489
7.75,767,1567
33.57,1782,380
153.74,1154,2795
452.73,211,1876
12.31,1464,3470
13.44,3380,1533
10.4,3635,3571
9.54,1197,508
30.19,3474,2856
6.24,2933,199
22.54,437,2227
302.24,3419,1603
51.87,2603,2654
220.03,1514,1201
1.48,1505,559
21.28,3593,1756
46.09,538,975
12.51,1855,1567
8.36,26,3456
35.99,629,2539
128.42,3642,2141
16.08,3631,3588
8.58,976,1991
30.5,1778,218
12.72,1050,411
3.75,20,256
77.11,2058,754
2.08,1753,3583
126.14,1316,197
88.14,2002,3441
54.5,817,979
36.63,1660,2614
36.05,63,3119
5.71,1553,691
26.75,1705,1225
81.26,868,1750
20.65,24,2233
20.26,2429,1142
26.4,2143,850
24.82,3064,2909
26.46,1480,162
8.09,817,1491
33.33,903,991
56.76,232,1458
0.79,3205,1769
37.25,3398,3093
13.74,731,2854
86.26,2671,3475
69.15,2229,2304
63.32,718,1446
12.44,3015,207
25.7,442,1841
14.54,296,2029
40.49,2171,1777
81.99,3638,288
844.92,2388,1390
2.1,2401,2111
279.01,2893,3256
408.38,1956,2886
3.32,3215,338
11.41,3157,1973
144.98,207,2710
129.85,2439,2891
6.39,3339,903
15.35,1385,468
22.47,2322,569
4.48,2012,1886
83.53,3521,1714
225.23,2401,3327
148.24,2233,793
13.15,1718,1053
34.96,1442,2215
22.71,402,2421
51.53,2247,2065
17.92,1933,2177
84.84,3046,103
15.96,2425,3125
23.01,477,3205
11.73,3284,3321
3.12,2644,2343
11.42,3045,577
68.66,3075,420
62.04,2142,2082
0.96,1263,3433
709.19,2554,949
13.86,1701,2275
9.89,2425,3314
36.37,1974,3626
87.67,2579,2596
6.51,2794,2765
19.66,1239,246
1.4,1190,1391
11.9,3112,1289
15.38,1457,992
104.02,422,2245
12.52,831,1548
27.5,2363,476
30.93,757,119
18.27,3352,273
11.0,136,75
13.55,3641,1045
31.91,3263,403
1.71,690,1621
142.7873412754844,29,576
30.36,2603,12
26.24,2656,3080
140.06,3469,3297
385.38,6,2099
1112.94,495,1688
96.4,2797,3349
33.07,1280,3155
248.09,3507,2125
266.71,192,2293
3.92,256,550
178.11,2419,1248
11.3,3639,3043
139.2,849,2146
16.64,1312,2493
12.38,158,2772
35.47,2548,3535
9.11,572,2937
2.64,960,1666
128.98,2882,3530
479.5428312392339,15,54
11.3,2207,2150
66.73,3050,2165
22.9,3285,2725
962.95,2875,586
7.81,1098,126
7.55,3426,976
448.29,2240,2567
118.17,3020,3391
63.29,1271,1842
78.51,1420,752
7.53,2379,2543
7.13,504,656
2.76,339,1555
6.15,2957,2133
216.64,2974,434
445.03,296,3283
117.5,1353,1683
54.67,1693,2835
56.42,3576,2488
2.06,2455,562
74.42,2910,3577
261.1,1457,1941
8.06,3198,1072
4.47,2858,2443
7.08,3360,3547
244.9,3591,2031
872.59,3464,505
145.96,1484,2263
33.36,3588,2150
26.06,1169,1297
144.96,3027,1977
4.45,161,1363
39.52,3325,1137
22.13,1997,1085
147.71,223,3613
92.4,797,1532
25.58,3425,521
251.11,3150,2653
7.58,990,1536
45.29,1909,922
3.33,952,2065
94.79,27,38
26.66,603,1948
87.57,2236,2814
119.66,3444,2989
26.51,2250,1876
65.11,241,2623
12.21,2204,622
18.26,3107,2714
389.73,3475,289
9.85,1484,2694
16.38,976,2493
200.47,2281,2768
76.53,1578,1064
379.43,1811,3240
15.99,3314,425
367.36,1835,970
22.64,176,370
41.27,2259,496
20.46,628,2889
458.04,2280,87
81.92,3494,2296
9.15,2504,1484
501.52210071434376,16,2705
21.67,3356,661
75.4,2047,3581
134.53,1792,803
35.21,134,3204
134.86,1180,2380
10.79,2733,1559
3.09,3589,1558
7.38,3298,617
11.54,1103,1761
1187.84,491,863
29.63,2351,2524
3.66,2284,3211
22.49,3460,2339
18.7,854,2619
127.03,3316,1305
4.88,1749,1579
8.32,1535,710
11.31,1974,1352
11.5,1496,701
35.41,3627,2704
388.16,3536,3128
25.36,376,1524
29.61,3216,1329
9.4,1044,22
5.4,3601,2338
4.12,695,3385
64.74,1788,3365
47.64,488,1088
1123.94,1201,1110
40.11,2222,3588
39.16,2995,3349
6.33,1117,2064
3.49,2850,2463
15.48,2334,3154
139.81,3610,1471
5.32,3613,2310
14.25,2047,3516
13.86,1060,1988
9.54,2432,1485
173.27,947,2613
8.24,1744,3638
319.6,2507,328
20.8,851,2451
18.18,2836,1823
11.87,2882,685
62.13,887,1039
2.4,2869,3039
23.59,280,2370
33.17,2430,1654
81.15,3208,1495
7.14,764,2562
2.82,2234,3626
70.59,1024,2771
175.55,64,1159
43.53,146,2330
30.17,1659,2665
163.88,601,2970
32.31,3407,1821
96.38,2177,1492
63.42,1983,71
1.45,3632,3372
21.76,2704,60
1.59,2452,2828
4.63,2684,754
139.76,2137,1657
2.08,1091,897
6.14,3240,2815
3.97,2464,1572
163.59,2217,605
273.27,3508,1495
1133.53,2888,2894
171.61,2643,1829
4.65,2159,466
6.61,1623,2661
4.3,83,34
7.66,1319,890
3.6,2347,245
3.97,3222,1010
3.46,2997,2247
369.19,1792,743
255.2,1489,2983
24.08,871,990
7.12,746,159
47.15,617,3196
4.92,935,3127
4.22,3293,1879
162.34,1634,892
306.01,2408,3310
28.45,2537,1816
138.6,133,1718
376.59,1652,1360
96.25,581,378
83.57,577,1411
12.54,2562,1926
4.18,1125,1436
118.69,2686,2351
14.29,2187,1368
76.27,3019,2603
15.83,947,3141
230.43,2940,981
8.82,875,1925
79.62,3573,162
9.79,147,1478
52.55,250,2930
1.94,2095,2187
13.61,3004,2443
12.83,875,3488
65.15,2633,606
38.91,162,1872
112.29,138,94
29.91,2656,1460
6.71,729,2358
13.92,1588,1258
16.38,2368,1204
133.82,2619,1958
1.74,607,3061
74.84,2573,3324
40.31,1377,746
82.98,2456,1356
395.0,526,2426
0.37,2807,2297
14.96,3016,1507
12.47,2143,2827
34.14,2748,1686
344.58,3406,2476
509.55,2391,2411
12.16,1546,2139
47.17,3125,744
42.0,2988,815
11.51,2407,2973
16.4,2384,1480
119.09,115,1624
12.01,2666,1909
107.62,2918,2869
21.75,327,2940
13.42,3397,128
43.1,1050,1363
56.96,1000,2994
161.1,2526,2427
34.78,1115,135
1047.56,3618,511
20.6,653,893
146.42,3396,92
3.28,2467,2259
70.45,1348,2906
7.08,3609,2409
104.62,3014,2146
66.24,3037,3544
40.5,2806,1056
5.66,1129,3039
1232.54,2988,2251
27.89,2527,1890
69.99,2857,1363
18.1,1323,1114
9.33,3488,662
65.84,1548,2517
46.81,441,1333
5.58,1295,1876
10.6,71,2583
35.1,962,352
41.51,2309,1463
211.35,417,2403
30.87,1945,2183
76.07,2129,3537
23.89,3642,277
88.9,779,1053
45.89,840,269
23.05,774,1364
9.73,2187,2653
170.32,2821,806
49.91,1685,361
587.24,2739,789
240.28,1971,2534
130.44,1912,2896
137.09,2535,357
268.11,3604,2073
96.48,2966,1509
95.15,932,3450
17.74,876,2207
28.76,2933,3518
457.45,325,1691
15.38,1964,3131
91.02,1693,3546
1.48,2017,568
11.56,2202,2292
536.4498381478063,1,3562
355.91,3188,2845
36.36,140,2988
17.02,285,3557
33.4,1625,3565
31.9,1727,912
526.86,1334,3383
7.21,797,1454
8.99,2871,2294
13.75,3229,2051
2.53,1145,108
39.2,1670,584
106.82,1657,1322
5.66,1521,1993
109.42,1634,2902
3.78,2321,896
96.43,2956,1586
7.19,607,1242
159.86,3387,684
6.85,1132,920
15.31,2289,650
39.29,783,1281
18.89,3385,1048
2.08,1170,1421
36.7,1302,714
8.95,313,316
12.7,3360,785
11.02,2714,112
13.13,2295,385
81.09,1506,2556
30.44,274,2141
227.21,1428,1520
14.27,2965,3040
22.13,1102,1753
16.91,2706,953
9.12,3130,1405
123.95,2462,1463
16.7,2082,2009
30.09,216,1683
105.69,488,2242
65.69,2413,1642
2654.770695539606,23,903
11.69,399,867
263.81,940,1286
30.59,131,2228
14.36,3212,2475
65.0,2774,1950
34.14,2636,2553
43.4,2261,1371
29.68,2402,3221
19.34,411,2204
3.63,3220,1757
99.47,1221,661
56.85,195,2104
75.35,2451,3297
15.51,186,2619
245.7,1527,3546
6.6,658,2387
84.82,1794,1768
42.66,1002,1563
11.53,596,2944
848.57,1871,2285
470.71,1163,1302
5470.600515898352,27,2634
2.36,2720,1871
25.89,2537,1539
1.9,1737,1447
4.89,333,657
58.83,480,504
97.8,3163,192
4.67,1600,3304
239.38,3099,3075
12.27,2945,1171
104.46,2469,2414
87.87,913,3072
28.08,2581,3031
9.56,2102,1499
16.84,3221,2632
194.49,3062,3076
54.48,146,2314
4.84,455,466
13.12,520,2376
8.87,3286,3646
14.92,3203,3296
12.2,2925,2131
9.74,2112,3596
5.21,2031,1124
90.45093166739017,26,548
98.56,3616,3628
42.43,2703,1148
6.13,3059,183
3.63,623,722
19.21,860,1373
225.36,719,1378
75.72,1150,301
36.96,3489,2974
17.2,696,1033
155.55,2953,1525
79.96,1775,1821
45.96,272,1649
21.23,2360,1860
29.08,2861,3411
126.74,3469,1903
25.76,2974,149
10.18,907,2335
270.67,1365,2197
102.02,2845,1705
157.12,182,3596
974.54,280,2768
35.42,973,544
1.87,3472,3020
128.57,2818,207
108.79,1203,283
56.22,2039,3411
11.44,3268,1201
94.97,2548,874
827.25,1878,3206
7.01,668,1108
39.03,3303,2283
109.54,430,2095
166.54,710,543
14.69,1123,1736
17.43,2019,1636
36.5,1672,9
15.8,919,603
37.22,775,302
50.77,1130,3350
89.46,1336,3571
16.07,2292,861
36.36,138,3219
1507.88,3419,1021
116.38,3304,2303
4.95,3067,575
19.74,3315,504
58.45,1429,1705
13.23,1285,3569
136.17,3006,1879
8.98,1136,1440
86.53,1574,1271
3.67,2735,1439
38.96,2435,1030
17.7,307,3605
18.42,503,3254
7.65,894,1609
11.04,735,3188
2.4,841,3438
133.09,2663,1584
105.06,1109,3325
17.88,419,1252
128.65,3631,1533
4.08,49,1406
19.13,360,1905
11.79,683,2298
20.88,3407,650
86.95,635,1594
2.27,166,631
1.78,3096,3517
81.51,2243,1258
193.06,1790,1731
96.44,1918,1214
64.69,1571,1475
11.42,3123,2563
0.94,857,2930
43.92,3198,1129
9.99,610,1363
9.29,3587,2448
143.74,553,943
27.39,1868,1579
18.77,2768,1019
874.9666853000356,19,3381
272.04,2022,2459
1.69,1563,3555
244.39,1077,1655
2106.42,1968,484
23.56,789,2148
99.6,2490,2077
29.87,1757,2662
5.53,2733,183
20.6,1482,1199
235.0,1737,2653
235.55,1934,1266
16.85,1740,2746
33.44,1639,2801
235.08,1287,1432
31.07,2543,674
34.05,342,1306
137.63,914,2774
89.99,2890,1394
7.75,3411,3210
576.02,1254,1772
69.79,2975,1201
9.07,600,258
25.63,718,3262
25.62,3320,2784
167.57,2265,2576
892.04,2607,2428
20.75,2372,151
24.49,2470,2532
84.4,2238,3096
19.34,2811,2649
7.66,1127,68
164.26,2711,1812
77.96,1643,985
16.08,1469,12
996.9550874705104,2,3187
48.33,3260,2507
2.87,2664,3083
57.79,1552,1924
68.99,3307,672
3.22,1843,689
6.11,881,1602
38.28,3004,1165
2.07,2653,3198
36.89,1685,3570
68.44,818,2195
10.93,1561,196
239.85,3335,3585
6.2,2056,1529
14.69,98,1444
46.17,2103,2026
5.88,483,1537
24.58,1740,1395
17.97,2830,3049
8.48,827,764
3.71,101,1029
26.78,3014,2614
5.14,1179,1482
10.72,2723,1613
34.51,2662,1402
15.7,2931,1984
39.34,3416,3242
15.34,862,181
3.78,1059,880
399.19,2640,1849
3.99,2032,356
67.04,2272,1110
64.35,659,1217
36.73,1314,2859
296.5,1630,2113
52.13,688,375
44.79,1800,2210
16.2,2103,501
70.72,765,1447
5.41,1848,229
99.88,1446,2889
67.18,660,2560
66.04,382,1452
10.1,112,1338
4.39,1891,3107
421.94,710,409
34.84,609,1062
43.88,3300,1949
3.23,1269,1273
1.69,1324,254
78.39,3493,1436
439.17,1827,1640
129.33,1359,2107
474.41,2073,310
4.05,2959,1451
80.11,297,397
2.48,1399,797
3088.99,826,2378
4.23,2378,3577
54.43,691,3025
7.09,1782,13
48.31,2297,764
39.23,2272,239
29.81,980,957
1854.23,275,3108
33.28,699,1641
14.51,1375,2923
3.86,239,1259
36.74,3264,3576
46.66,4,227
17.11,3426,3631
300.32,262,2409
125.66,733,514
31.6,2638,2398
28.96,1997,2357
13.69,1527,3333
14.99,767,1628
3872.86,3648,778
138.11,1408,543
151.17,2323,1472
1.9,1200,1349
604.07,1771,153
21.82,994,2854
1.54,3049,1277
105.83,523,2080
18.96,3303,1080
31.59,450,640
238.96,432,2448
3.25,1306,2037
27.65,3290,3097
18.85,3008,352
4.04,2468,2596
50.31,3507,1315
25.066570801972627,10,123
45.86,2862,3490
13.11,69,2070
7.12,540,708
275.83,287,3331
36.46,3074,2022
23.15,2921,668
831.27,2075,1735
22.96,713,181
34.29,1211,2594
2.0,78,2301
6.34,859,3209
51.72,447,342
797.71,814,426
140.32,2377,1946
4.92,2001,1060
6.26,2849,2629
4.27,113,451
145.78,2999,3617
4.2,3051,3479
7.5,2015,3495
84.22009829070247,10,2514
11.11,3368,1434
77.07,390,3112
44.14,536,3225
1.02,3157,3071
486.99,1285,1307
50.15,2686,2188
21.77,903,2229
58.35,1902,2108
205.28,2108,3619
186.82,801,2382
4.45,1228,2578
286.86,1830,51
10.5,2459,1158
160.8,1054,1125
1.26,376,2866
201.93,739,1679
18.79,429,2043
16.76,557,1354
5.61,1302,3183
49.75,3417,3240
6.07,484,2485
58.49,3514,3257
655.9,2341,486
30.49,261,143
22.45,2331,3053
7.48,63,3205
27.17,2073,2808
4.57,2184,1423
494.54,823,2239
3.28,13,1686
88.26,2102,477
81.86,2701,1712
51.9,1002,2
11.2,1269,2619
2765.56,3258,2171
14.04,3463,218
16.71,343,3297
15.3,682,3031
6.71,2546,3247
42.15,3646,2326
37.63,2191,3539
103.76,1453,816
35.42,1303,3444
393.3,1676,1247
151.09,3629,798
45.59,3046,3036
625.01,3356,2969
52.5,2950,2824
6.05,1512,2095
4.65,3645,1795
57.77,2706,273
94.81,1617,2272
177.4,2106,3311
9.69,146,353
61.04,1487,2144
26.97,835,1914
3.31,967,3029
50.31,3163,781
43.54,1350,592
7.21,3336,1243
37.49,2462,1727
269.6,2697,3556
102.16,3285,2074
2.86,502,3369
156.83,3,3558
557.9467896832126,29,437
2217.1446453001663,24,1218
190.38,3168,941
24.88,1834,2305
102.43,973,2667
26.76,3139,1172
1.69,3046,1664
29.24,2798,354
543.58,1537,2784
17.38,2364,480
20.84,1243,489
1.85,1887,3441
842.08,3471,3309
3.88,232,2840
10.05,2773,3434
7.45,535,2305
10.37,2911,2700
10.91,3354,2635
56.07,1018,3361
209.4,2724,3620
1.61,406,785
102.49,319,1310
40.27,3495,689
109.65,1695,1766
27.11,644,2489
100.98,2843,3268
158.42,1287,3593
152.61,3282,1554
26.62,3126,2330
34.73,935,373
171.17,2460,2147
4.8,1682,2775
39.51,2602,995
8.51,1521,2658
60.39,3152,906
201.13,1790,425
50.24,2681,2138
5.17,489,934
140.04,3611,1631
10.62,3240,273
38.49,2812,2251
12.85,1188,3364
201.75,2572,1451
33.26,3494,500
36.82,1426,1988
21.28,1504,1610
92.89,2111,696
22.19,1661,2088
3.18,205,1539
5.73,1846,231
110.18,648,528
336.93,494,1674
4.43,1908,912
75.27,598,2040
37.84,1510,3256
105.38,1616,593
1.25,2064,387
155.66,1084,1337
32.82,1252,989
5.98,2311,34
24.56,43,2667
144.85,3517,252
34.64,1065,2857
77.52,2480,632
263.24,1296,298
23.96,3199,3329
11.3,3278,1895
16.48,2408,3347
26.78,12,697
23.1,1541,2759
2.15,3407,1555
1454.23,1384,1693
23.77,679,1848
30.1,3009,63
64.74,1351,3140
7.51,2728,725
2.45,2467,2479
22.05,1825,3435
6.43,305,332
14.13,1719,1362
359.91,3389,1228
30.69,2520,73
67.32,1876,2143
45.18,3469,651
14.87,1473,305
1.52,3290,1055
886.52,665,1150
249.96,1281,2258
6.24,3485,752
231.72,2271,2233
54.81,3462,3100
31.38,2903,1332
167.75,1955,506
5.78,2000,198
235.66,355,684
9.91,3577,345
11.56,1323,3321
14.55,3622,850
52.82,404,2351
39.71,3014,944
7.18,245,930
235.35,1564,2079
8.35,1311,2360
187.25,3465,2479
6.05,1417,2138
3887.72,3271,607
20.56,2725,12
128.77,1626,351
6.97,1764,1115
17.54,535,2427
33.61,1262,58
54.59,666,2072
26.93,284,1332
467.2,3253,2579
25.55,2089,2739
28.36,97,1657
98.87,2406,1722
37.43,1861,363
130.29,2087,1112
1.37,566,2987
33.77,3015,1040
46.69,2002,188
17.04,1754,2608
13.13,1435,2356
48.3,828,1184
105.41,722,1870
63.88,2822,77
65.04,1225,3197
317.8,1599,473
8.39,2036,2562
533.89,1626,3242
4.36,2762,1590
19.73,682,1223
73.42,298,2534
4.64,966,859
2003.96,1377,1243
0.47,2868,1376
6.41,2750,12
10.74,1717,291
50.33,2918,876
50.7,1269,984
1.8,1673,2806
464.83,2534,1767
96.43,213,1173
2.73,2928,3489
26.64,2771,1567
110.94,1375,528
0.78,2508,879
29.97,286,3620
13.18,908,250
264.83,351,873
30.07,687,1273
45.56,632,727
8.61,1053,2734
9.75,1973,838
62.32,2388,154
173.25,3444,3224
67.42,2497,191
139.86,403,3289
46.36,3197,631
1026.2,2729,2456
179.89,2773,310
7.53,2278,2598
107.12,3031,2088
12.81,1091,1635
53.01,1216,2761
64.47,2411,1571
24.6,3014,307
16.79,1251,2419
228.82,3551,2239
69.99,542,2729
123.68,89,3345
240.88,2514,1287
76.41,576,600
607.92,2732,695
1.49,2323,1319
0.2,2211,2194
68.68,2268,819
1.14,734,3500
127.42,2785,183
4.1,2484,2095
28.87,1686,3549
45.2,1240,3097
226.77,1694,2851
43.58,535,1213
36.11,3541,1451
39.05,2730,34
48.71,1105,1326
12.89,2095,2006
13.27,2129,221
17.36,977,3600
184.36,3420,3249
416.48,2901,346
66.5,617,498
819.63,3178,3138
2845.71,1587,2970
7.16,259,3243
1.4,3564,3607
70.01,2869,3233
3.63,1438,849
44.2,1742,2197
8.15,1753,617
37.53,2300,2738
1.29,917,364
29.68,1465,3222
99.29,294,1896
34.15,2042,2982
81.58,1508,637
8.82,993,788
82.44,403,2348
17.36,2785,740
10.32,3120,2949
3.49,3247,2979
38.15,79,3375
5.88,2296,17
55.29,1550,686
31.36,2784,1944
247.75,1631,3471
3.42,1304,148
18.33,993,768
9.15,1714,2709
115.37,396,421
13.7,3591,310
66.9,2578,876
5.08,2262,2257
102.19,2395,1824
70.17,47,550
1508.2969812483595,7,1906
55.87,3597,3079
83.82,3180,685
3.89,2420,2281
10.44,3599,3092
14.41,613,1487
158.95,1450,2986
138.01,3536,841
8.46,1011,2812
64.86,2374,1330
148.76,1089,1479
72.51,2315,1187
52.14,2236,2168
512.67,1378,833
23.27,2549,479
802.72,2605,2321
43.49,1482,1449
27.8,2286,2571
19.92,485,1592
69.65,2977,2221
12.63,416,1151
